year,month,bidding_no,vehicle_class,quota,bids_received,premium
2022,2022-05,1,Category D,563,773,9489
2022,2022-05,1,Category E,195,283,91112
2022,2022-05,2,Category A,625,819,68001
2022,2022-05,2,Category B,528,709,95889
2022,2022-05,2,Category C,103,220,51501
2022,2022-05,2,Category D,609,899,9490
2022,2022-05,2,Category E,191,309,95901
2022,2022-06,1,Category A,612,874,73801
2022,2022-06,1,Category B,528,851,100684
2022,2022-06,1,Category C,107,203,53002
2022,2022-06,1,Category D,563,859,10000
2022,2022-06,1,Category E,190,316,100697
2022,2022-06,2,Category A,614,850,74989
2022,2022-06,2,Category B,531,822,106001
2022,2022-06,2,Category C,103,224,53011
2022,2022-06,2,Category D,570,717,10302
2022,2022-06,2,Category E,194,276,104400
